"","name"
"850","Os09g0540400"
"851","Os02g0540400"
"852","Os01g0177400"
"853","Os04g0308500"
"854","Os08g0180600"
"855","Os05g0337200"
"856","Os12g0138800"
"857","Os01g0332200"
"858","Os01g0866000"
"859","Os06g0199000"
"860","Os09g0376600"
"861","Os04g0310100"
"862","Os01g0543600"
"863","Os11g0642400"
"864","Os04g0606200"
"865","Os11g0151700"
"866","Os01g0638000"
"867","Os07g0683200"
"868","Os10g0517500"
"869","Os05g0106200"
"870","Os07g0252800"
"871","Os12g0626400"
"872","Os01g0760000"
"873","Os11g0490900"
"874","Os01g0177400"
"875","Os11g0156600"
"876","osa-miR169b"
"877","osa-miR166e"
"878","Os09g0281800"
"879","osa-miR166n"
"880","Os05g0170200"
"881","Os01g0249100"
"882","Os04g0301700"
"883","Os05g0170200"
"884","Os04g0380300"
"885","Os11g0444900"
"886","POsControl0016"
"887","Os03g0820300"
"888","Os05g0168200"
"889","Os05g0323400"
"890","Os08g0412800"
"891","Os11g0701100"
"892","Os11g0259700"
"893","Os04g0669900"
"894","Os08g0496800"
"895","Os01g0702300"
"896","Os04g0451700"
"897","Os05g0561800"
"898","osa-miR169j"
"899","osa-miR166c"
"900","Os06g0158400"
"901","Os06g0683100"
"902","Os01g0856900"
"903","Os05g0170200"
"904","Os08g0556300"
"905","Os05g0563900"
"906","Os07g0622400"
"907","Os12g0420100"
"908","Os01g0207600"
"909","Os06g0694400"
"910","Os03g0142600"
"911","Os04g0423400"
"912","Os03g0116800"
"913","Os12g0626400"
"914","Os04g0542800"
"915","Os06g0692600"
"916","Os02g0172800"
"917","Os04g0606200"
"918","Os10g0370600"
"919","Os10g0186200"
"920","Os01g0723000"
"921","Os06g0692500"
"922","Os10g0113100"
"923","Os11g0605100"
"924","Os01g0942300"
"925","Os02g0212500"
"926","Os04g0664400"
"927","Os01g0695100"
"928","Os01g0290800"
"929","Os06g0118800"
"930","Os02g0665800"
"931","Os06g0701700"
"932","Os05g0464300"
"933","Os01g0548600"
"934","Os09g0554300"
"935","Os02g0507100"
"936","Os02g0554000"
"937","Os09g0426500"
"938","Os04g0585000"
"939","Os04g0365100"
"940","Os06g0571800"
"941","Os03g0306700"
"942","osa-miR166e"
"943","osa-miR166e"
"944","Os06g0676400"
"945","Os11g0701100"
"946","Os06g0701700"
"947","Os06g0592500"
"948","Os01g0214800"
"949","Os10g0392900"
"950","Os06g0701700"
"951","Os01g0108500"
"952","Os02g0504700"
"953","Os03g0181100"
"954","Os03g0116800"
"955","Os01g0722300"
"956","Os03g0267000"
"957","Os02g0504700"
"958","Os07g0184000"
"959","Os04g0644600"
"960","Os07g0185600"
"961","Os10g0113100"
"962","Os03g0116800"
"963","Os12g0448900"
"964","Os04g0635600"
"965","Os10g0472900"
"966","Os01g0135000"
"967","Os04g0494600"
"968","Os07g0535800"
"969","Os03g0740200"
"970","osa-miR169k"
"971","Os08g0158800"
"972","Os02g0215700"
"973","Os11g0618700"
"974","Os01g0611300"
"975","Os02g0586900"
"976","Os08g0201100"
"977","Os04g0566600"
"978","Os07g0104500"
"979","Os04g0480700"
"980","Os11g0147800"
"981","Os02g0186300"
"982","Os02g0668000"
"983","Os04g0458900"
"984","Os09g0543900"
"985","Os05g0449200"
"986","Os11g0575500"
"987","Os07g0625600"
"988","Os05g0194900"
"989","Os04g0121300"
"990","Os12g0626400"
"991","osa-miR169b"
"992","osa-miR166c"
"993","Os03g0417700"
"994","Os03g0332000"
"995","Os02g0111900"
"996","Os03g0192100"
"997","Os11g0133300"
"998","Os07g0633400"
"999","Os03g0820200"
"1000","Os01g0196300"
"1001","Os03g0738800"
"1002","Os04g0126500"
"1003","Os02g0625000"
"1004","Os01g0727600"
"1005","Os02g0534000"
"1006","Os01g0179600"
"1007","osa-miR166h"
"1008","Os12g0467200"
"1009","osa-miR169j"
"1010","Os04g0413900"
"1011","Os02g0767200"
"1012","Os08g0120600"
"1013","osa-miR166l"
"1014","Os01g0510200"
"1015","Os01g0200600"
"1016","Os05g0153300"
"1017","Os06g0701700"
"1018","Os06g0592500"
"1019","Os02g0298200"
"1020","Os10g0530200"
"1021","Os04g0679400"
"1022","osa-miR169j"
"1023","Os03g0181100"
"1024","Os05g0552700"
"1025","Os02g0820900"
"1026","Os02g0244700"
"1027","Os01g0116000"
"1028","Os04g0520700"
"1029","Os05g0387600"
"1030","Os03g0165900"
"1031","Os09g0493000"
"1032","Os04g0352400"
"1033","Os03g0151500"
"1034","Os02g0687200"
"1035","Os10g0333700"
"1036","Os03g0803100"
"1037","Os08g0349100"
"1038","Os01g0232100"
"1039","Os05g0366000"
"1040","Os03g0318400"
"1041","Os12g0570700"
"1042","Os10g0527400"
"1043","Os09g0554200"
"1044","Os02g0781900"
"1045","Os02g0630300"
"1046","Os02g0721100"
"1047","Os06g0631800"
"1048","Os10g0466500"
"1049","Os01g0882000"
"1050","Os02g0731500"
"1051","Os02g0787700"
"1052","Os08g0476900"
"1053","POsControl0028"
"1054","Os03g0180800"
"1055","Os01g0783200"
"1056","Os01g0206700"
"1057","Os07g0649300"
"1058","Os03g0845100"
"1059","Os04g0339400"
"1060","Os01g0962900"
"1061","Os01g0191200"
"1062","Os10g0459600"
"1063","Os09g0568700"
"1064","Os08g0137400"
"1065","Os01g0508500"
"1066","Os09g0298100"
"1067","Os01g0772100"
"1068","Os01g0191200"
"1069","Os08g0559800"
"1070","Os07g0407900"
"1071","Os02g0569400"
"1072","osa-miR166e"
